"R0000100","R0173600","R0214900","R0406300","R0618800","R0898500","R1144700","R1519900","R1890600","R2257700","R2445100","R2870600","R3074300","R3401000"
5981,10,1,3,3,1,1,1,1,-5,-5,1,-5,1
5982,10,5,5,3,1,7,1,1,-5,-5,-5,-5,-5
5983,13,1,1,1,1,1,4,1,1,1,1,1,1
5984,10,3,2,1,3,6,1,1,1,3,1,3,2
5985,13,3,5,1,1,1,1,2,1,1,1,1,1
5986,13,5,5,1,4,3,1,1,1,1,1,1,1
5987,10,5,5,3,5,3,5,3,3,1,8,8,8
5988,10,4,4,8,8,8,8,8,8,8,8,8,8
5989,10,3,3,3,7,8,8,8,7,1,1,1,1
5990,10,3,3,5,5,3,3,3,3,1,7,1,2
5991,13,5,7,1,5,-5,-5,3,-5,-5,-5,-5,-5
5992,10,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5993,10,1,4,5,7,3,5,7,3,7,7,1,3
5994,10,5,1,3,3,8,8,-5,-5,-5,-5,-5,-5
5995,10,3,6,3,3,1,3,3,-5,-5,-5,-5,-5
5996,10,5,1,1,1,1,1,1,1,-5,3,7,4
5997,10,5,1,7,1,5,5,3,1,3,2,-5,3
5998,13,1,3,5,5,5,5,3,3,3,1,2,4
5999,13,4,5,5,4,4,7,1,1,7,4,1,1
6000,10,5,1,3,3,3,3,1,1,3,1,1,1
6001,10,3,1,1,1,1,1,1,1,1,8,8,-5
6002,13,1,1,5,4,3,3,7,3,3,3,1,4
6003,13,1,2,3,3,3,3,3,3,3,5,4,5
6004,13,5,5,3,3,4,4,4,4,3,4,3,4
6005,13,1,4,3,3,4,4,4,4,7,4,4,4
6006,10,5,5,3,5,1,1,1,1,1,2,1,1
6007,13,5,5,5,5,4,3,4,4,4,3,1,7
6008,10,3,5,1,1,1,1,1,8,8,8,1,1
6009,10,7,3,3,3,1,3,3,4,-5,3,3,-5
6010,10,2,-5,7,7,3,4,7,7,7,7,6,4
6011,13,5,5,3,3,7,4,5,3,3,5,1,1
6012,10,1,1,1,3,5,3,1,3,3,1,1,1
6013,10,3,1,5,5,3,5,3,5,7,7,3,1
6014,10,5,5,3,3,5,3,7,3,3,1,3,1
6015,13,1,1,3,3,3,3,1,1,1,1,1,1
6016,11,1,1,1,1,2,1,1,1,2,1,1,1
6017,13,1,1,4,4,1,1,1,1,1,1,1,1
6018,12,1,5,1,1,1,1,1,1,5,4,1,1
6019,14,4,3,4,1,4,7,1,5,1,3,1,1
6020,10,7,1,1,1,1,1,1,1,1,1,1,1
6021,10,7,3,1,1,1,1,1,-5,3,1,1,1
6022,13,1,3,3,1,3,1,3,1,3,2,1,3
6023,13,5,3,1,3,5,1,1,1,1,1,1,1
6024,13,3,4,1,4,1,1,1,1,1,4,4,4
6025,10,1,1,1,1,1,1,1,1,1,1,3,1
6026,10,1,1,1,1,1,1,1,2,1,1,1,2
6027,13,5,3,3,1,1,1,1,1,1,1,1,1
6028,13,5,3,5,1,1,3,1,1,1,1,1,1
6029,10,1,1,1,3,1,1,1,1,1,1,1,3
6030,13,5,3,7,4,3,4,4,4,1,4,1,1
6031,13,1,1,1,1,1,1,1,1,1,7,1,3
6032,10,1,1,8,8,8,8,8,8,8,8,8,8
6033,13,5,5,5,4,3,4,4,3,1,1,1,1
6034,10,5,3,5,1,2,1,1,1,1,1,3,7
6035,10,3,1,3,1,3,1,1,1,1,1,7,3
6036,13,5,5,5,5,5,5,5,1,1,4,3,1
6037,13,1,1,1,3,5,1,1,1,-5,-5,1,-5
6038,10,5,5,1,1,1,1,8,8,8,8,8,8
6039,13,3,3,1,1,1,1,1,1,2,1,1,2
6040,13,5,3,4,4,4,3,4,4,4,7,4,4
6041,10,5,5,5,5,5,5,3,1,1,1,1,1
6042,13,1,1,1,1,1,1,1,1,1,1,1,1
6043,13,3,3,3,1,1,1,1,1,1,1,1,1
6044,13,5,5,5,5,1,5,1,1,3,1,1,1
6045,10,1,7,1,3,1,1,3,1,1,7,7,1
6046,13,4,1,4,3,4,4,4,4,7,4,4,4
6047,13,7,3,1,1,1,3,1,2,2,2,4,5
6048,13,1,4,1,1,1,1,4,3,1,1,1,1
6049,13,3,5,1,1,1,1,1,1,1,1,1,1
6050,10,1,1,3,1,1,1,5,5,1,4,6,6
6051,10,5,3,1,3,1,1,1,1,1,1,1,1
6052,10,1,5,5,5,5,8,1,1,2,1,1,1
6053,13,7,1,1,1,3,1,-5,-5,1,-5,1,1
6054,10,2,1,1,1,1,3,8,8,8,8,-5,-5
6055,13,1,1,1,1,1,1,1,1,2,1,-5,-5
6056,10,1,1,1,1,1,1,1,1,1,1,1,1
6057,10,1,8,8,8,8,8,8,8,1,1,1,1
6058,13,5,5,5,3,5,5,1,1,1,1,1,1
6059,10,1,1,2,1,1,1,2,7,1,1,1,1
6060,10,7,3,5,5,5,1,3,1,1,1,1,1
6061,13,1,3,1,1,1,1,1,1,2,1,-5,1
6062,10,5,5,5,3,1,1,1,1,1,1,1,1
6063,13,3,1,1,3,1,1,1,1,1,1,1,1
6064,13,3,5,3,5,1,5,1,1,1,1,-5,-5
6065,10,1,1,1,1,1,1,1,2,7,7,1,2
6066,13,4,3,3,1,1,1,3,4,7,1,3,1
6067,10,1,1,3,1,1,1,1,3,1,1,1,1
6068,13,1,1,1,1,1,1,1,1,1,1,1,1
6069,13,3,1,1,4,4,1,4,1,6,1,1,1
6070,10,3,5,1,8,8,8,8,3,1,1,1,1
6071,13,5,5,5,5,5,5,5,5,5,1,1,1
6072,13,2,1,1,1,1,1,1,1,1,3,1,1
6073,13,7,-5,-5,4,1,1,3,1,1,1,6,1
6074,13,1,4,1,1,1,1,4,4,4,1,4,1
6075,10,5,5,1,6,7,5,3,3,7,1,1,1
6076,13,1,5,1,1,4,7,-5,3,1,1,1,2
6077,10,7,1,5,5,7,3,5,5,1,1,1,1
6078,13,1,1,3,-5,1,2,1,1,1,1,3,1
6079,10,1,1,2,1,1,3,1,1,1,1,1,1
6080,13,3,1,3,4,4,1,1,1,1,1,1,4
6081,10,1,1,1,1,1,1,2,1,1,1,3,1
6082,13,1,1,1,1,1,1,1,1,1,1,1,1
6083,13,5,5,5,5,5,3,5,1,7,3,4,4
6084,13,1,4,3,4,4,4,4,4,4,-5,-5,-5
6085,10,5,5,5,1,3,1,3,1,1,1,1,1
6086,10,5,5,3,3,1,-5,1,-5,7,-5,-5,-5
6087,10,5,5,1,1,5,5,1,1,1,1,1,1
6088,13,1,1,1,1,1,1,1,1,1,1,1,1
6089,10,5,5,5,1,1,1,1,1,1,3,6,7
6090,10,5,1,7,3,2,3,2,1,-5,-5,-5,-5
6091,13,5,1,5,5,1,1,1,1,1,1,1,1
6092,10,5,5,1,5,1,6,2,-5,2,6,6,7
6093,10,5,5,2,5,1,1,1,1,1,1,1,1
6094,10,1,1,1,1,1,1,2,1,1,2,2,1
6095,10,5,5,5,1,1,1,1,1,1,1,1,-5
6096,10,1,3,1,1,3,1,7,1,7,1,7,1
6097,10,1,7,3,7,1,1,3,7,3,3,7,3
6098,10,3,3,3,7,1,3,3,3,7,7,6,3
6099,10,1,1,5,8,8,8,8,8,8,8,8,8
6100,10,5,1,3,1,1,1,1,1,1,1,1,1
6101,13,7,-5,4,4,3,4,4,4,4,4,4,5
6102,13,5,-5,-5,3,3,3,1,1,3,1,4,-5
6103,10,1,1,3,1,1,1,1,1,1,1,1,1
6104,10,1,3,1,1,3,1,1,1,3,1,-5,1
6105,10,7,5,3,7,7,1,1,1,-5,1,3,1
6106,10,5,1,5,5,2,1,1,1,1,1,-5,3
6107,13,5,3,3,5,7,4,4,4,7,4,4,4
6108,13,5,3,3,3,1,3,1,1,1,1,1,1
6109,10,7,1,1,1,1,1,1,1,1,1,1,1
6110,10,1,1,3,1,1,1,1,1,1,1,1,1
6111,10,1,5,1,1,1,1,1,1,4,6,7,3
6112,10,3,5,7,3,3,1,1,1,1,1,1,3
6113,10,5,5,5,5,3,1,1,1,7,7,1,1
6114,13,2,1,1,4,1,3,4,4,1,1,1,1
6115,13,3,3,7,3,3,7,1,4,1,5,4,1
6116,13,1,1,1,1,-5,1,1,1,1,1,1,1
6117,13,5,5,5,3,-5,1,1,1,1,3,1,1
6118,13,1,1,1,1,1,1,1,1,1,1,1,1
6119,13,7,1,3,3,1,1,4,1,3,4,4,1
6120,13,7,1,3,3,1,3,3,3,1,1,1,1
6121,10,3,7,1,1,1,1,-5,1,7,1,7,7
6122,10,5,5,3,1,3,3,1,1,1,2,3,1
6123,10,1,1,3,3,-5,1,1,-5,-5,-5,-5,-5
6124,10,1,1,1,1,-5,1,1,1,1,1,1,1
6125,10,7,1,3,5,1,1,1,1,1,1,1,1
6126,13,3,1,1,7,3,1,-5,-5,1,3,7,4
6127,10,7,8,8,8,1,3,3,6,7,6,7,1
6128,10,1,5,7,6,7,6,1,1,2,2,7,1
6129,13,1,4,1,7,1,1,1,1,1,1,1,1
6130,13,1,1,1,1,1,1,1,1,1,1,1,1
6131,10,5,1,3,1,1,1,1,1,1,-5,1,1
6132,13,5,1,1,1,1,1,1,1,1,2,1,1
6133,10,3,1,1,3,1,-5,1,1,1,1,1,1
6134,13,1,4,1,7,1,-5,1,1,1,1,2,1
6135,10,5,5,1,3,1,1,1,-5,-5,1,2,1
6136,10,7,7,3,3,1,1,1,1,3,1,1,2
6137,10,5,3,1,5,3,3,1,3,1,1,3,7
6138,10,3,3,1,3,1,-5,1,1,1,1,1,1
6139,13,5,5,5,5,5,5,3,3,1,1,1,1
6140,10,1,5,5,3,3,1,1,1,1,1,1,1
6141,10,5,3,1,1,1,1,1,1,1,1,1,1
6142,10,1,1,1,-5,-5,1,1,1,-5,-5,-5,3
6143,10,3,7,7,7,7,1,7,7,1,7,7,1
6144,10,7,5,5,7,3,3,3,6,7,7,7,7
6145,10,3,5,1,7,3,3,1,1,1,4,1,1
6146,13,1,5,5,1,1,1,1,1,1,1,1,1
6147,10,1,-5,-5,-5,-5,8,-5,-5,-5,1,1,-5
6148,10,3,-5,-5,-5,7,6,7,-5,-5,-5,1,-5
6149,10,3,-5,-5,-5,-5,-5,-5,-5,-5,7,-5,-5
6150,13,5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,7
6151,13,1,1,1,1,-5,4,3,4,1,1,-5,-5
6152,13,1,1,3,7,1,1,1,1,1,1,2,1
6153,10,7,7,7,7,1,3,6,7,7,5,1,1
6154,13,3,3,1,1,1,1,1,1,1,1,1,1
6155,10,1,1,1,1,1,1,1,1,1,1,1,1
6156,10,3,5,3,1,3,-5,-5,3,1,1,1,1
6157,10,3,1,1,1,1,1,1,-5,-5,-5,-5,-5
6158,13,3,1,3,1,1,1,1,1,1,1,1,1
6159,13,3,3,5,5,1,3,4,1,1,1,1,1
6160,13,1,1,1,1,1,1,1,1,1,6,1,1
6161,13,4,3,7,3,4,4,1,3,7,3,7,3
6162,10,5,5,3,3,1,1,-5,3,3,1,1,-5
6163,13,5,3,1,5,3,1,1,7,1,1,3,1
6164,13,5,5,3,1,1,1,1,1,1,1,1,1
6165,10,5,5,1,3,8,8,-5,8,8,1,1,1
6166,10,1,1,1,1,1,1,1,1,1,1,1,1
6167,10,5,3,1,3,7,1,1,5,1,2,1,1
6168,13,1,3,3,3,3,5,5,2,1,3,1,1
6169,13,4,3,3,4,3,3,3,1,4,1,1,1
6170,10,2,1,2,7,1,1,2,1,1,1,1,1
6171,13,1,1,1,5,3,1,1,4,1,1,1,2
6172,13,5,1,1,7,4,3,1,1,3,-5,1,1
6173,10,5,5,1,8,8,8,8,8,8,8,8,8
6174,13,1,1,3,3,3,4,3,1,1,1,3,1
6175,13,1,3,3,3,3,3,3,4,3,3,3,3
6176,10,1,5,1,3,1,5,5,1,1,1,1,1
6177,13,1,3,3,3,7,3,3,5,3,3,3,1
6178,13,4,3,3,3,4,3,1,1,1,3,5,1
6179,13,7,3,1,1,1,3,3,1,1,1,1,1
6180,10,3,7,1,7,7,7,1,1,1,1,1,3
6181,13,3,1,3,3,3,3,1,3,2,3,1,1
6182,10,5,5,5,5,1,1,1,1,1,1,1,1
6183,13,5,5,5,5,1,1,1,1,1,-5,2,1
6184,10,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6185,13,1,1,1,1,1,1,1,1,1,1,1,1
6186,10,1,1,1,1,1,1,1,1,2,1,1,6
6187,10,5,5,3,3,5,3,1,1,1,1,1,2
6188,13,5,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5
6189,12,4,4,4,4,4,1,4,4,4,7,3,4
6190,12,5,1,7,3,3,4,4,3,1,1,1,4
6191,9,5,-5,3,3,1,1,1,1,1,1,1,1
6192,12,5,3,4,4,1,7,4,4,4,1,4,1
6193,10,1,1,1,1,1,1,1,3,1,1,1,1
6194,13,3,1,1,1,1,1,1,1,1,2,1,1
6195,13,3,1,6,4,1,1,1,1,2,1,1,1
6196,10,1,-5,8,8,8,8,8,8,8,8,8,-5
6197,13,4,4,3,3,3,1,1,1,1,1,1,1
6198,10,5,5,5,5,5,7,3,5,8,8,8,8
6199,10,3,1,1,1,1,1,1,3,1,1,1,1
6200,10,3,1,1,1,1,1,3,1,1,1,1,1
6201,10,7,2,1,3,1,2,3,3,1,3,3,3
6202,13,1,1,1,1,1,-5,1,1,1,1,1,1
6203,13,3,1,4,4,2,4,-5,-5,-5,-5,-5,-5
6204,13,1,3,3,-5,1,-5,-5,-5,-5,-5,-5,-5
6205,13,3,3,3,8,8,-5,8,-5,-5,-5,-5,-5
6206,13,3,3,4,5,3,1,1,1,1,3,3,1
6207,10,5,5,5,5,5,1,1,3,1,1,1,1
6208,13,5,1,1,1,1,1,1,1,1,1,1,1
6209,13,4,5,5,3,3,4,3,3,2,4,1,3
6210,13,3,5,5,5,3,3,5,1,1,1,1,1
6211,10,5,-5,1,1,1,1,1,1,1,1,1,1
6212,13,5,5,5,5,2,1,-5,1,1,1,1,-5
6213,10,5,1,5,5,1,1,1,1,1,-5,-5,-5
6214,13,5,5,5,5,1,1,1,1,1,1,2,1
6215,13,1,1,1,1,1,1,1,1,1,1,1,1
6216,10,3,3,3,1,1,1,1,1,1,1,1,1
6217,13,5,5,5,3,1,3,3,3,7,4,4,4
6218,10,5,3,7,8,1,1,1,1,1,1,1,1
6219,13,5,5,5,5,5,5,3,1,1,1,-5,-5
6220,13,5,5,3,4,4,4,4,3,1,1,1,1
6221,13,5,5,4,4,4,4,4,3,3,4,4,3
6222,10,5,5,5,5,4,1,1,1,1,1,1,1
6223,13,3,5,5,5,5,3,3,3,7,-5,4,4
6224,10,3,3,5,3,5,2,3,1,1,1,3,1
6225,13,5,5,5,5,3,7,4,4,4,1,1,1
6226,10,1,1,1,1,1,1,1,3,1,1,1,3
6227,13,1,1,3,3,3,1,1,1,1,1,3,1
6228,10,3,1,1,7,7,7,7,7,7,7,7,7
6229,10,1,1,1,1,1,1,3,3,3,1,7,1
6230,10,1,1,3,1,1,1,1,1,1,1,1,1
6231,13,3,1,1,1,1,3,7,4,3,3,4,4
6232,13,5,7,3,3,4,4,-5,3,7,4,4,3
6233,13,3,5,7,1,-5,-5,5,5,5,-5,4,4
6234,13,4,4,4,4,4,4,4,4,4,4,4,4
6235,13,5,3,1,1,2,1,1,1,1,1,1,1
6236,10,5,8,8,8,8,8,8,8,8,8,8,8
6237,13,1,1,3,1,8,8,8,8,8,8,8,8
6238,13,3,3,2,1,1,1,1,1,1,1,1,1
6239,13,1,1,1,1,1,1,1,1,3,4,1,1
6240,13,5,5,1,1,1,1,1,1,1,1,1,1
6241,10,3,5,3,1,5,5,5,5,3,1,1,1
6242,10,5,3,3,1,5,3,1,1,1,3,1,3
6243,13,3,7,1,1,4,3,4,1,1,6,6,3
6244,13,1,1,1,1,2,3,1,1,1,1,1,1
6245,13,5,3,2,1,1,1,4,4,-5,3,1,-5
6246,14,1,1,1,1,1,1,1,1,3,-5,-5,-5
6247,10,5,5,5,5,1,1,1,1,1,1,1,1
6248,10,5,7,1,5,3,5,3,7,1,1,1,4
6249,10,1,3,1,8,8,8,3,1,1,1,1,1
6250,10,3,3,1,3,3,3,3,1,1,1,1,1
6251,10,3,3,5,1,1,1,1,1,1,2,-5,-5
6252,10,3,8,8,8,8,8,8,8,8,8,8,8
6253,10,3,1,1,5,5,8,8,8,8,8,8,8
6254,10,5,3,7,3,3,3,3,3,1,1,1,1
6255,13,1,3,1,1,1,1,3,1,1,1,1,1
6256,13,5,5,5,5,3,7,3,1,3,3,3,1
6257,13,4,-5,-5,-5,-5,-5,-5,4,4,4,4,4
6258,13,4,-5,7,5,1,4,4,3,-5,3,3,4
6259,13,7,4,7,3,3,-5,7,4,4,3,4,4
6260,10,1,5,8,8,8,8,8,3,2,1,1,1
6261,10,5,5,7,5,5,1,1,1,1,1,1,1
6262,13,5,5,1,3,1,5,3,3,1,1,1,1
6263,13,1,4,4,4,1,1,1,3,4,2,1,1
6264,13,5,1,1,4,1,1,1,1,1,1,-5,-5
6265,13,1,1,1,1,1,1,2,1,1,-5,1,1
6266,10,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1
6267,13,5,3,1,5,3,1,1,3,1,1,1,1
6268,13,3,1,3,4,1,3,1,1,1,1,1,1
6269,9,5,5,1,8,1,1,1,3,1,1,1,1
6270,13,5,5,5,5,4,3,1,1,1,1,1,1
6271,10,5,5,5,5,1,1,1,1,-5,-5,-5,-5
6272,10,3,8,8,8,8,8,8,1,1,1,1,1
6273,13,3,3,3,-5,7,3,4,4,4,4,4,3
6274,13,5,5,5,3,1,1,3,3,4,4,3,3
6275,13,5,3,4,4,4,7,4,4,1,1,1,1
6276,13,5,5,1,5,5,5,1,1,1,2,7,1
6277,13,5,5,1,1,5,1,4,1,2,1,1,1
6278,13,5,1,1,3,1,1,3,1,7,1,1,1
6279,10,5,5,5,1,3,1,1,1,1,1,3,1
6280,13,4,4,4,4,4,4,4,4,-5,1,5,4
6281,9,5,1,1,1,1,3,1,1,1,1,1,1
6282,13,3,4,4,4,3,4,7,4,4,4,4,3
6283,13,5,5,5,5,5,3,7,7,3,1,1,4
6284,13,4,4,4,4,4,4,4,3,4,4,4,4
6285,3,5,1,1,1,1,1,-5,1,1,1,1,1
6286,13,3,5,1,1,1,1,1,1,1,1,1,2
6287,10,3,5,5,3,3,1,1,1,1,1,1,1
6288,10,3,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5
6289,13,3,1,5,1,3,2,5,4,1,5,4,4
6290,13,5,4,4,7,4,3,4,3,3,3,4,3
6291,13,1,1,1,1,1,1,1,1,1,1,2,1
6292,10,5,5,5,5,5,1,1,1,1,1,1,-5
6293,13,3,4,4,4,4,1,4,5,3,4,4,3
6294,13,5,4,4,4,4,3,3,4,3,3,3,3
6295,13,5,5,6,3,3,5,5,1,1,4,1,1
6296,13,5,5,5,3,5,5,1,5,1,4,4,4
6297,13,4,3,3,4,4,3,3,4,4,4,7,4
6298,10,3,3,3,3,5,3,3,1,1,1,1,1
6299,13,1,1,1,1,3,4,8,4,7,1,7,5
6300,10,1,8,8,8,7,3,7,5,7,3,1,1
6301,10,5,3,5,3,5,5,5,5,1,5,1,2
6302,13,5,5,5,3,4,7,4,3,3,3,3,4
6303,10,5,2,5,1,1,1,1,1,1,1,1,1
6304,10,5,1,1,1,3,1,1,1,2,1,3,1
6305,10,5,8,8,8,8,8,8,-5,3,1,1,1
6306,13,4,7,4,4,4,4,4,4,4,4,4,4
6307,12,4,4,4,4,4,4,4,4,4,4,4,4
6308,13,5,5,3,4,3,4,4,1,1,1,1,1
6309,10,5,1,3,7,3,3,2,3,3,3,3,1
6310,13,4,4,4,4,4,4,4,4,7,3,1,1
6311,13,5,1,1,1,1,1,1,1,1,1,1,1
6312,13,5,5,5,3,4,3,4,3,4,4,4,1
6313,13,3,3,4,3,4,1,1,1,1,-5,1,1
6314,10,3,5,1,8,8,8,3,3,1,1,1,1
6315,13,3,4,5,4,4,4,3,3,3,3,1,1
6316,10,1,1,7,1,1,1,3,1,1,1,1,2
6317,10,3,8,8,8,3,1,1,1,1,1,1,1
6318,13,1,1,1,1,1,1,1,1,1,1,1,1
6319,10,5,3,7,1,7,-5,-5,-5,-5,-5,-5,-5
6320,13,1,1,3,3,6,5,5,5,1,1,2,1
6321,13,1,5,1,5,1,4,1,1,1,1,1,1
6322,13,4,7,4,4,4,7,5,1,1,1,1,-5
6323,10,5,5,5,5,5,5,3,8,8,8,8,8
6324,13,1,1,5,1,1,5,1,1,1,4,2,2
6325,10,1,1,1,1,1,1,1,1,1,1,1,1
6326,10,5,7,1,7,3,1,1,1,1,1,1,1
6327,13,4,7,4,7,4,4,4,4,4,4,4,4
6328,9,1,1,1,1,1,1,1,1,1,1,1,1
6329,9,1,1,1,1,1,1,1,1,1,1,1,1
6330,9,5,1,5,1,1,1,1,-5,1,1,1,1
6331,12,3,5,1,1,1,1,1,1,1,1,1,1
6332,12,1,1,1,1,1,1,3,1,4,1,1,1
6333,13,1,1,1,1,1,1,1,1,1,2,1,1
6334,13,5,1,1,1,1,1,1,1,1,1,1,1
6335,13,5,5,3,3,1,1,3,3,3,1,1,1
6336,13,5,5,3,3,3,1,1,1,1,1,1,1
6337,13,5,1,1,1,1,1,1,1,1,1,1,1
6338,13,1,1,1,1,1,1,1,1,1,1,1,1
6339,13,7,4,1,1,1,1,1,1,2,1,1,1
6340,10,5,5,5,5,1,5,5,5,1,1,1,1
6341,10,1,1,1,1,1,1,1,1,1,1,1,1
6342,13,5,5,4,4,4,4,4,4,4,4,4,1
6343,13,5,5,7,1,1,4,3,3,3,3,1,2
6344,13,5,1,4,4,4,4,3,4,3,4,3,1
6345,13,1,1,4,4,3,3,3,4,3,4,4,3
6346,10,5,5,5,5,1,1,1,1,1,1,1,1
6347,10,7,5,5,5,5,5,5,5,3,1,3,3
6348,12,5,5,4,4,4,3,4,1,1,1,1,1
6349,12,1,1,1,1,1,1,1,1,1,1,1,1
6350,12,5,5,1,1,1,1,1,1,1,1,1,1
6351,12,3,1,5,3,1,3,1,1,1,3,1,1
6352,10,7,5,5,5,5,3,4,3,1,1,1,1
6353,13,3,4,1,1,1,1,1,1,1,1,1,1
6354,9,1,3,1,1,1,1,1,1,1,1,1,1
6355,9,3,3,7,3,1,1,1,3,1,1,3,1
6356,13,5,5,4,5,4,1,1,1,1,1,3,1
6357,13,5,5,5,5,4,3,3,5,3,3,7,4
6358,13,3,5,3,5,5,1,1,1,1,1,1,1
6359,10,3,5,3,1,3,3,3,3,1,1,1,1
6360,10,5,1,1,1,1,1,1,1,1,1,1,1
6361,10,1,1,3,1,1,1,1,1,1,1,1,1
6362,13,4,7,3,1,4,7,3,4,3,4,3,4
6363,13,5,5,3,6,4,4,1,4,3,1,2,3
6364,13,5,5,5,3,3,3,4,4,3,4,3,4
6365,13,5,5,5,4,4,4,4,4,4,4,4,4
6366,13,5,5,3,5,5,3,3,1,1,1,1,1
6367,13,5,5,1,5,1,1,1,1,1,1,1,1
6368,13,5,-5,5,3,4,4,4,4,3,4,4,4
6369,13,3,1,1,1,1,1,1,4,5,1,1,1
6370,13,3,1,1,1,1,1,1,1,1,2,1,1
6371,13,3,3,4,4,3,3,3,3,3,4,3,4
6372,13,3,5,5,1,1,1,1,1,5,1,1,1
6373,13,3,1,5,3,3,3,1,1,1,3,3,6
6374,13,7,5,7,1,1,1,1,1,1,1,4,2
6375,13,3,3,7,1,7,7,7,5,1,3,4,3
6376,13,5,4,4,4,7,4,4,4,7,4,5,4
6377,13,1,5,5,1,1,1,1,2,1,1,1,1
6378,10,3,5,8,8,-5,8,3,1,1,-5,-5,-5
6379,13,5,5,5,1,2,4,3,1,1,1,1,1
6380,13,1,1,1,1,1,1,1,1,1,1,1,1
6381,13,7,3,4,4,4,5,7,3,3,1,3,3
6382,13,4,4,4,4,4,4,4,4,4,4,4,4
6383,13,1,1,2,1,1,1,1,3,1,1,1,1
6384,13,1,5,5,7,4,4,4,7,4,7,4,4
6385,13,1,5,5,4,1,3,3,3,1,1,1,1
6386,10,3,1,3,1,1,1,1,1,1,3,1,2
6387,13,1,1,4,4,7,3,3,7,1,4,4,4
6388,10,7,3,1,3,1,2,1,1,1,2,1,1
6389,13,5,5,5,3,3,3,3,3,3,3,3,4
6390,10,1,1,1,3,1,5,1,1,1,1,1,1
6391,10,5,1,1,1,3,1,3,1,1,1,1,1
6392,10,1,3,1,7,1,3,3,3,7,1,1,7
6393,13,5,5,3,3,7,5,7,3,-5,-5,3,3
6394,13,4,7,7,7,7,7,3,3,3,4,4,5
6395,10,1,1,1,1,1,1,1,1,1,1,1,1
6396,13,5,5,3,5,7,7,1,1,1,1,1,1
6397,13,5,1,4,3,5,7,1,1,3,1,1,1
6398,10,5,5,5,5,3,5,3,7,5,1,1,1
6399,13,4,4,4,4,4,4,4,7,4,4,4,4
6400,13,4,4,4,4,7,1,1,4,4,4,4,4
6401,10,5,5,5,5,8,8,8,3,1,2,1,1
6402,10,5,5,3,5,5,5,3,1,1,1,8,1
6403,10,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6404,13,1,4,1,1,1,1,1,1,1,1,1,1
6405,13,5,5,5,5,3,3,1,1,3,2,1,1
6406,10,1,1,1,3,1,1,1,3,1,1,1,1
6407,13,5,5,5,3,3,3,1,1,1,1,1,1
6408,13,5,3,3,3,3,3,3,3,1,1,1,1
6409,13,1,1,1,1,1,1,1,7,3,1,-5,-5
6410,13,5,7,7,4,4,4,3,4,1,4,7,4
6411,10,5,5,5,5,5,5,1,1,1,2,1,1
6412,13,5,1,1,5,1,1,1,1,1,1,1,1
6413,13,4,7,7,7,1,1,7,7,1,1,1,6
6414,13,1,1,1,1,1,1,1,1,1,1,1,1
6415,10,5,7,1,3,1,1,3,7,1,2,1,1
6416,13,3,7,7,7,7,7,7,3,7,3,4,4
6417,13,5,5,5,5,5,5,1,1,1,1,1,-5
6418,13,3,2,1,1,1,1,1,1,1,1,1,1
6419,10,5,5,3,7,1,1,3,1,1,1,1,1
6420,10,5,3,1,1,1,1,1,1,1,1,1,1
6421,10,5,5,3,1,1,1,1,1,1,1,1,1
6422,13,1,1,1,1,1,1,1,1,6,1,1,1
6423,10,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5
6424,12,5,1,1,2,1,1,1,-5,7,1,1,1
6425,9,5,5,1,1,1,1,3,1,1,1,1,1
6426,13,1,1,2,1,1,1,1,1,1,1,1,1
6427,13,5,5,5,5,4,7,4,7,4,4,4,4
6428,13,5,5,5,5,4,7,4,4,7,4,4,4
6429,13,5,5,5,7,3,5,7,7,4,1,4,3
6430,10,3,1,1,1,1,1,1,1,1,1,1,1
6431,10,5,1,6,5,5,1,7,7,7,7,7,-5
6432,10,5,6,7,7,1,1,7,7,7,7,3,1
6433,10,1,5,3,1,1,1,1,1,1,1,1,1
6434,13,1,1,1,1,3,4,1,1,1,1,1,2
6435,10,-3,8,8,8,8,8,8,8,8,8,8,8
6436,9,5,1,7,1,1,1,1,1,1,1,1,1
6437,12,5,1,1,1,6,5,5,5,1,4,4,1
6438,12,5,5,5,5,4,1,8,-5,8,8,8,8
6439,9,1,1,1,3,1,1,1,-5,1,1,1,1
6440,10,5,5,1,1,1,1,-5,1,1,1,1,1
6441,10,5,5,5,5,5,1,-5,-5,1,1,1,1
6442,13,5,3,5,1,2,-5,1,1,1,3,3,1
6443,10,1,2,1,2,4,1,1,-5,1,1,1,1
6444,13,7,3,4,1,1,1,1,1,1,1,1,1
6445,13,5,5,4,4,4,4,4,4,4,4,4,4
6446,9,1,1,1,1,1,1,1,1,1,1,1,1
6447,9,1,2,1,1,1,1,1,1,1,1,1,1
6448,13,7,4,5,4,4,2,4,3,1,4,4,4
6449,13,7,7,7,3,4,1,7,2,4,4,4,4
