"R0000100","R0173600","R0214900","R0406300","R0618800","R0898500","R1144700","R1519900","R1890600","R2257700","R2445100","R2870600","R3074300","R3401000"
2386,4,3,1,1,1,1,1,1,1,1,1,1,1
2387,8,5,5,3,5,1,1,1,1,1,1,1,1
2388,8,1,1,1,1,1,1,1,1,1,1,1,2
2389,1,1,1,3,1,1,1,7,8,1,8,1,1
2390,5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2391,1,1,1,1,3,1,1,1,1,1,3,1,1
2392,1,1,1,1,3,1,1,1,1,1,1,1,1
2393,1,1,1,1,1,1,1,1,1,1,1,1,1
2394,5,1,1,4,4,7,4,4,4,4,4,4,4
2395,8,3,4,1,4,4,4,3,7,4,4,4,7
2396,8,5,5,7,4,7,1,4,7,4,4,4,4
2397,4,5,3,5,5,1,3,7,3,7,7,1,1
2398,5,3,2,6,4,4,4,1,4,4,4,2,4
2399,5,7,4,4,7,7,4,1,1,1,1,4,4
2400,5,1,1,3,1,2,1,1,1,1,1,1,1
2401,1,1,1,1,1,1,1,1,1,1,1,1,1
2402,5,4,4,4,4,1,1,1,1,2,4,4,4
2403,2,1,1,1,3,3,1,3,1,3,3,2,1
2404,6,1,1,1,2,1,1,6,4,7,4,4,6
2405,5,3,1,4,3,7,1,1,7,5,1,1,1
2406,1,1,1,3,7,5,7,7,7,7,7,7,7
2407,5,1,4,1,1,1,1,2,1,1,1,2,1
2408,5,1,1,1,1,1,1,4,1,1,4,4,4
2409,5,1,3,1,1,1,1,1,1,7,4,4,3
2410,5,3,3,1,1,1,1,1,1,1,1,4,4
2411,5,3,1,1,1,1,1,1,1,1,1,1,-5
2412,5,7,1,1,4,1,1,1,1,1,4,4,4
2413,1,1,1,1,1,1,1,1,1,1,1,1,1
2414,5,5,1,1,5,3,1,4,4,4,1,1,-5
2415,1,1,1,3,1,1,1,1,1,2,1,1,1
2416,5,1,1,1,3,7,4,4,4,4,4,4,4
2417,1,1,1,1,1,3,1,1,1,1,1,1,1
2418,5,1,1,1,1,1,1,4,1,1,1,1,1
2419,1,5,-5,3,1,3,1,1,1,1,1,1,1
2420,5,5,7,4,5,3,4,4,4,3,4,4,4
2421,1,2,1,1,1,1,1,1,1,1,1,1,1
2422,1,5,1,1,8,8,8,8,8,3,1,1,1
2423,1,1,1,1,1,1,1,3,1,1,1,1,1
2424,5,5,5,5,1,1,1,1,1,1,1,1,2
2425,1,5,1,1,2,1,2,-5,-5,-5,-5,2,-5
2426,5,5,1,1,3,1,1,3,1,3,4,4,4
2427,1,5,5,5,5,2,2,-5,-5,-5,-5,1,1
2428,1,5,1,1,1,1,1,1,1,1,1,1,1
2429,1,5,1,7,1,1,1,-5,-5,-5,-5,-5,-5
2430,6,1,-5,1,1,1,1,1,1,1,1,2,2
2431,1,1,-5,-5,1,5,1,-5,1,-5,-5,3,-5
2432,1,5,1,5,5,5,5,1,1,1,1,1,1
2433,5,1,1,1,1,5,1,1,1,4,4,1,1
2434,5,4,1,1,4,1,3,3,6,7,4,4,1
2435,5,5,1,1,1,1,1,1,1,1,4,1,1
2436,5,1,1,1,1,1,1,1,2,1,1,1,1
2437,5,1,1,1,1,1,1,1,1,1,1,1,1
2438,1,5,5,1,3,1,5,1,1,1,1,1,1
2439,1,1,1,1,1,1,1,2,1,1,1,1,1
2440,1,5,5,5,5,3,1,1,1,1,1,1,2
2441,5,5,1,3,1,1,1,4,4,7,3,4,4
2442,5,5,5,1,1,1,1,1,2,1,1,1,1
2443,1,5,5,3,8,8,8,8,8,8,8,8,8
2444,5,5,5,5,3,1,1,1,1,1,-5,1,2
2445,1,1,1,1,1,1,1,1,1,1,1,1,1
2446,1,3,1,1,1,3,1,1,1,1,1,1,1
2447,5,1,1,4,4,4,4,4,1,1,1,1,1
2448,5,4,1,1,1,1,7,4,4,1,4,4,4
2449,1,7,3,3,3,1,1,1,2,1,1,7,1
2450,5,4,1,4,4,4,4,1,1,1,1,1,1
2451,1,1,1,1,1,1,1,1,1,1,1,1,1
2452,5,1,1,1,1,1,1,1,1,1,1,1,1
2453,5,5,5,3,1,1,1,1,1,1,1,-5,-5
2454,5,5,3,5,1,2,1,1,1,1,2,1,2
2455,1,1,1,1,1,1,1,1,1,1,1,1,1
2456,1,1,1,1,1,1,1,1,1,1,1,1,1
2457,5,1,1,1,1,1,1,1,4,7,1,-5,-5
2458,5,4,4,4,4,1,2,3,1,1,1,1,-5
2459,6,1,1,4,4,4,4,4,4,1,4,1,2
2460,2,1,1,1,1,3,1,1,7,3,1,1,1
2461,5,5,1,1,1,1,1,1,7,1,1,1,1
2462,5,7,1,4,4,4,3,4,4,4,4,4,4
2463,1,5,1,1,1,1,1,1,1,1,1,1,1
2464,1,5,8,8,8,8,1,1,1,1,1,1,-5
2465,1,5,1,1,1,1,5,5,1,1,1,3,1
2466,1,3,3,1,1,1,1,1,1,1,6,2,2
2467,1,5,5,5,5,5,1,2,1,-5,1,1,-5
2468,1,1,1,1,1,5,5,3,1,1,1,1,1
2469,6,1,1,1,1,1,2,-5,-5,-5,-5,1,1
2470,1,1,1,1,1,1,1,1,1,1,1,1,1
2471,5,1,1,1,1,1,1,1,1,1,1,1,1
2472,1,5,-5,2,-5,1,2,2,1,1,1,1,1
2473,5,1,1,1,1,1,1,1,1,1,1,1,1
2474,5,1,1,1,1,1,1,1,1,1,1,1,1
2475,1,5,5,5,3,1,1,3,1,1,1,1,1
2476,1,5,5,3,3,3,1,1,1,1,1,1,1
2477,1,5,5,3,3,3,2,1,1,1,1,1,1
2478,5,1,1,1,1,1,4,4,1,7,4,4,1
2479,1,1,2,1,1,1,1,1,3,1,1,1,1
2480,5,5,5,1,4,4,3,2,4,1,1,2,1
2481,2,3,1,1,1,3,1,1,1,1,1,1,1
2482,6,4,4,1,4,2,1,1,1,1,4,4,4
2483,5,1,1,1,3,1,1,1,1,1,1,1,1
2484,5,3,1,5,5,3,4,1,1,3,1,4,4
2485,5,3,1,5,3,4,4,1,4,4,4,4,1
2486,1,3,5,1,6,7,1,6,6,7,7,6,7
2487,1,5,5,5,6,6,6,6,6,7,7,6,7
2488,5,3,4,4,4,4,4,1,1,4,1,1,1
2489,1,1,3,1,6,7,7,1,1,1,1,1,1
2490,1,5,5,7,1,5,1,1,1,1,2,2,1
2491,1,1,-5,5,8,8,8,8,1,8,8,8,3
2492,5,5,5,2,1,5,1,1,1,1,1,1,1
2493,1,1,1,1,3,3,1,6,1,1,1,1,1
2494,2,1,1,1,1,1,1,1,1,1,1,1,1
2495,1,3,1,1,1,1,3,1,3,1,1,3,3
2496,6,1,1,1,1,1,1,1,1,1,1,3,1
2497,1,1,3,1,2,1,5,5,1,1,1,1,1
2498,1,1,1,1,1,1,1,1,1,1,1,1,1
2499,5,3,-5,-5,-5,4,4,4,4,1,1,1,1
2500,5,3,5,1,4,4,3,4,4,4,-5,-5,-5
2501,5,3,1,1,1,1,1,1,4,4,4,7,4
2502,1,5,5,7,5,5,5,5,3,1,1,1,1
2503,5,5,5,5,5,5,1,5,5,3,7,1,1
2504,1,3,1,7,3,3,1,1,1,1,1,2,1
2505,5,4,4,3,4,7,4,4,4,4,4,3,1
2506,1,1,1,3,3,1,1,7,1,1,1,1,1
2507,5,3,3,1,1,3,3,3,3,1,1,1,1
2508,1,5,1,1,1,1,1,1,1,1,1,1,1
2509,1,1,1,5,1,1,1,1,1,1,1,1,1
2510,5,5,5,5,5,3,3,1,3,1,1,1,3
2511,5,5,1,1,1,7,1,1,1,1,1,1,1
2512,5,1,2,1,1,2,1,1,1,1,1,1,1
2513,1,1,5,7,5,1,1,1,3,1,1,1,1
2514,5,3,1,1,1,1,3,1,1,1,1,1,1
2515,5,1,1,1,1,1,1,1,1,1,4,4,1
2516,1,1,5,1,1,1,1,1,1,1,1,1,1
2517,1,1,5,3,8,8,8,8,8,8,8,8,7
2518,1,1,1,5,1,1,3,1,1,1,1,1,3
2519,5,2,3,1,4,-5,-5,-5,-5,-5,-5,-5,-5
2520,1,5,5,5,5,5,5,5,1,1,1,1,1
2521,5,5,5,1,1,1,1,1,1,1,4,1,1
2522,1,1,1,1,3,3,1,1,1,1,1,1,1
2523,5,1,4,4,4,4,4,4,4,1,1,1,1
2524,1,1,1,8,-5,8,8,1,1,1,1,1,1
2525,5,1,1,3,1,1,1,1,1,1,1,3,1
2526,1,1,1,1,1,1,1,1,1,1,1,3,1
2527,1,5,1,1,1,1,1,1,1,1,1,1,1
2528,5,5,3,4,4,7,3,4,4,7,3,3,4
2529,5,5,5,4,1,7,1,1,4,7,4,3,1
2530,5,5,5,5,7,3,3,1,3,1,1,7,4
2531,5,4,3,4,4,4,4,-5,-5,-5,1,1,4
2532,1,5,5,1,5,1,1,1,1,1,1,1,1
2533,5,5,5,5,5,5,5,5,1,1,1,7,1
2534,1,1,1,2,5,2,5,-5,-5,-5,-5,1,3
2535,1,1,1,1,1,1,1,1,1,1,1,2,1
2536,5,1,3,4,3,3,1,3,1,1,1,1,2
2537,1,1,1,1,3,1,1,1,1,1,1,1,1
2538,5,5,1,3,1,1,1,1,4,4,4,4,4
2539,1,1,1,1,1,1,1,1,3,1,1,1,1
2540,1,1,1,1,1,1,1,1,1,1,1,1,1
2541,1,5,5,3,1,1,1,1,3,1,2,2,3
2542,5,5,5,1,1,1,1,1,1,1,1,1,1
2543,5,1,1,1,1,1,1,1,1,1,1,1,1
2544,5,1,2,1,1,1,1,1,1,1,1,2,1
2545,1,5,3,1,1,3,1,1,1,1,1,1,1
2546,1,5,5,5,5,3,1,1,1,1,1,1,1
2547,3,5,5,5,1,3,3,3,3,8,-5,8,1
2548,1,1,1,1,1,2,-5,1,1,1,1,1,1
2549,5,2,4,5,5,1,1,1,1,1,2,2,2
2550,1,1,1,3,5,1,1,1,1,1,1,1,1
2551,5,5,2,1,1,1,1,1,1,1,1,1,1
2552,5,1,5,5,1,1,1,1,1,1,1,2,1
2553,1,1,1,1,7,8,8,8,8,-5,-5,-5,-5
2554,5,1,5,5,7,3,1,1,4,1,4,4,3
2555,1,7,3,1,1,2,1,-5,1,1,1,-5,1
2556,5,1,1,1,1,1,1,1,3,7,2,4,4
2557,1,1,1,1,1,5,2,1,5,1,1,1,1
2558,8,5,3,1,1,1,1,1,1,2,5,1,1
2559,5,1,1,1,3,2,4,4,4,4,4,4,5
2560,5,1,5,5,1,3,1,1,4,-5,7,-5,-5
2561,2,1,1,1,1,1,1,-5,-5,-5,1,1,1
2562,1,1,1,1,1,3,1,1,1,1,1,1,2
2563,1,5,5,1,1,1,1,1,8,8,1,-5,1
2564,5,1,1,4,3,4,4,4,4,4,4,4,4
2565,5,1,5,1,1,1,-5,1,-5,-5,1,4,-5
2566,5,1,1,1,5,1,1,1,1,1,1,1,1
2567,5,5,1,5,5,5,1,1,1,1,1,1,1
2568,1,1,1,1,1,1,1,1,1,1,1,1,1
2569,5,1,1,5,1,1,1,1,1,1,4,3,7
2570,5,1,1,1,1,5,4,7,1,1,1,1,1
2571,1,5,1,1,1,1,1,3,2,1,1,1,1
2572,1,5,1,7,5,1,1,1,1,1,1,1,1
2573,5,1,1,2,1,1,1,1,1,6,1,1,1
2574,2,5,3,1,1,1,1,1,1,1,1,2,1
2575,5,3,1,1,1,1,1,1,1,1,6,-5,-5
2576,1,5,5,5,1,1,1,1,1,1,1,2,1
2577,5,5,1,1,4,4,4,4,1,1,1,1,1
2578,1,5,1,1,1,1,1,1,1,1,1,1,1
2579,1,1,2,1,1,3,1,1,2,1,1,1,1
2580,5,5,1,1,1,1,1,1,1,1,7,4,1
2581,1,5,5,1,1,1,1,1,1,3,1,1,1
2582,1,3,1,3,1,3,1,1,1,3,1,3,1
2583,1,5,5,5,8,8,8,8,-5,-5,-5,-5,-5
2584,1,5,5,5,7,3,1,2,1,3,1,1,2
2585,6,4,4,3,3,1,1,1,-5,-5,-5,2,1
2586,2,1,1,1,1,-5,1,-5,-5,-5,2,1,2
2587,1,1,7,7,7,3,1,7,3,3,4,7,7
2588,5,5,5,5,1,5,1,1,1,1,3,6,4
2589,1,5,5,5,5,5,5,1,5,1,1,1,1
2590,5,5,1,1,1,1,1,1,1,7,1,1,3
2591,5,5,1,1,3,1,1,1,1,1,4,1,2
2592,5,5,1,4,1,4,4,4,1,1,1,1,1
2593,2,5,5,3,7,3,3,7,1,1,1,1,1
2594,1,3,1,1,1,1,1,1,3,1,1,1,2
2595,1,1,1,1,1,3,3,1,1,1,1,2,3
2596,5,4,4,4,4,4,4,4,4,4,4,4,4
2597,1,3,3,5,1,3,8,8,8,8,1,1,1
2598,1,5,5,5,5,5,1,1,1,1,1,1,2
2599,5,1,1,4,3,4,7,3,4,4,4,4,3
2600,5,5,5,3,3,1,1,-5,-5,-5,-5,1,-5
2601,1,1,1,1,3,3,1,3,3,1,1,2,3
2602,1,5,5,1,3,1,1,1,1,1,1,1,2
2603,5,5,5,5,1,5,5,3,1,1,1,5,4
2604,1,5,5,5,5,1,1,1,1,2,1,1,1
2605,6,3,3,1,5,1,4,1,2,1,1,1,1
2606,5,5,5,5,5,1,1,1,1,1,1,2,1
2607,5,5,7,2,3,1,1,1,1,1,1,1,1
2608,5,5,5,5,3,1,1,1,-5,-5,-5,4,-5
2609,1,8,-5,-5,-5,8,3,1,1,1,1,1,1
2610,1,5,3,3,3,1,1,2,3,1,1,1,1
2611,1,3,1,1,1,1,1,1,1,1,1,1,1
2612,1,4,5,5,7,7,7,1,1,1,7,7,7
2613,1,1,1,1,1,1,3,1,3,3,1,1,1
2614,1,5,8,8,8,8,8,8,8,8,8,8,8
2615,5,5,5,5,5,1,1,1,4,4,4,4,4
2616,2,1,5,3,8,8,-5,8,8,8,1,1,1
2617,2,5,5,5,1,3,3,3,3,1,1,1,1
2618,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2619,1,1,1,1,1,1,1,1,1,1,1,1,1
2620,1,1,1,1,3,1,1,2,1,3,1,1,1
2621,1,1,7,8,8,3,1,1,1,1,1,1,1
2622,5,5,5,5,5,5,5,5,5,3,1,1,1
2623,6,1,4,4,4,1,1,1,1,1,1,1,3
2624,5,1,7,5,5,5,4,1,5,1,1,1,1
2625,1,7,5,5,5,5,5,5,5,5,4,4,4
2626,5,5,5,5,5,5,1,2,1,1,1,1,1
2627,5,5,5,5,5,5,5,1,1,-5,1,1,1
2628,5,5,1,1,3,5,5,4,7,7,4,4,4
2629,5,4,1,1,3,1,1,1,1,1,1,1,1
2630,1,5,5,5,5,5,1,5,1,1,1,1,1
2631,1,5,8,8,1,1,1,1,6,5,1,1,1
2632,1,5,3,3,8,8,1,1,1,1,1,1,1
2633,1,5,1,1,1,1,1,1,1,1,1,2,1
2634,1,1,8,8,8,8,8,8,8,8,-5,8,8
2635,5,4,3,1,1,1,1,3,4,7,4,4,3
2636,6,5,5,5,5,5,1,1,1,1,1,1,1
2637,1,5,1,1,1,1,1,1,1,1,1,1,1
2638,5,5,3,1,1,1,1,1,1,1,1,1,1
2639,1,2,3,2,3,1,3,1,3,1,1,1,6
2640,5,1,4,4,3,4,4,4,4,1,4,1,1
2641,4,1,4,3,3,7,1,1,1,1,1,1,1
2642,1,5,3,3,1,1,1,1,1,1,1,1,1
2643,4,3,3,1,1,1,1,5,1,3,1,1,3
2644,4,5,5,5,5,3,5,3,2,5,1,1,1
2645,8,4,4,1,4,3,1,2,3,1,1,1,1
2646,8,5,1,1,1,1,1,1,1,1,1,1,2
2647,4,6,1,5,5,1,1,1,1,1,1,1,1
2648,8,5,5,5,5,5,1,5,5,1,3,-5,1
2649,4,5,7,7,5,7,3,1,3,1,5,3,4
2650,4,5,5,3,1,1,1,1,1,3,4,1,1
2651,8,5,5,4,4,4,4,1,1,1,1,1,1
2652,8,5,5,5,5,5,3,8,3,1,4,1,1
2653,4,1,3,-5,1,3,1,1,1,1,1,1,1
2654,8,5,5,1,1,1,1,1,1,4,1,2,1
2655,8,5,5,5,5,5,1,4,7,7,4,7,4
2656,8,1,1,1,1,1,1,1,1,1,1,1,1
2657,8,1,1,1,1,1,5,3,1,1,1,1,1
2658,4,5,7,1,1,7,3,3,1,7,7,3,3
2659,8,3,3,4,4,4,1,3,3,1,4,5,4
2660,4,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2661,4,1,3,1,1,1,1,3,1,1,1,3,3
2662,8,5,1,5,4,4,4,4,4,4,4,4,3
2663,8,1,4,4,4,4,4,1,1,7,1,1,4
2664,8,4,4,3,3,3,4,3,3,3,3,4,7
2665,4,1,1,-5,8,8,7,3,1,3,1,1,1
2666,4,3,1,7,1,1,1,1,1,1,1,2,1
2667,4,1,1,2,1,1,3,3,1,1,4,2,1
2668,8,1,1,1,1,1,1,-5,1,1,1,1,1
2669,8,3,5,1,3,1,1,1,4,1,1,4,4
2670,8,1,1,3,4,1,1,1,1,4,1,2,1
2671,4,3,1,7,1,2,3,2,3,1,1,1,2
2672,8,1,3,1,1,1,2,1,1,1,2,1,1
2673,4,1,1,3,1,1,3,1,1,2,1,2,2
2674,4,1,1,1,1,1,1,1,2,-5,2,1,1
2675,8,3,1,4,1,4,1,3,1,1,3,3,1
2676,4,1,1,1,-5,1,1,1,-5,1,1,2,1
2677,8,5,5,3,3,3,1,1,3,3,4,4,7
2678,8,1,1,1,1,5,5,1,1,1,1,1,2
2679,8,5,4,4,4,3,3,4,4,4,4,4,7
2680,5,5,1,5,3,5,1,1,1,1,1,2,7
2681,8,1,1,1,1,4,1,4,4,-5,1,1,3
2682,4,1,1,3,1,1,1,1,1,1,1,1,1
2683,8,1,1,3,4,3,1,1,1,1,1,2,1
2684,1,5,1,7,1,1,2,1,1,1,1,1,4
2685,1,1,1,1,1,1,1,1,1,1,1,1,1
2686,1,5,5,5,1,1,1,1,1,1,4,2,1
2687,4,5,1,3,5,3,1,1,1,1,1,1,-5
2688,4,5,5,3,3,1,1,1,1,1,1,1,1
2689,5,1,1,1,1,1,1,1,1,1,1,1,1
2690,8,3,1,1,4,3,1,1,1,7,1,1,1
2691,8,3,5,5,5,5,7,1,1,1,1,2,4
2692,8,5,1,4,1,1,4,4,7,1,4,4,1
2693,4,1,3,1,1,1,3,1,1,1,1,6,1
2694,4,5,5,2,1,1,1,1,1,1,2,1,1
2695,8,5,1,1,1,5,5,1,1,1,4,1,1
2696,4,5,5,1,5,1,1,1,1,1,1,1,1
2697,4,5,5,3,3,1,1,3,1,1,-5,2,6
2698,8,3,4,4,4,3,4,3,3,3,3,4,1
2699,8,5,1,1,3,3,3,1,1,1,3,1,1
2700,8,5,3,1,1,3,4,1,4,1,1,4,4
2701,8,1,1,5,1,1,1,1,1,1,1,1,1
2702,4,1,1,1,1,1,1,1,1,1,1,1,1
2703,4,3,1,1,1,1,-5,1,-5,-5,1,-5,1
2704,8,5,1,1,5,1,1,1,2,1,1,1,1
2705,8,4,4,4,4,4,1,1,4,1,1,1,2
2706,8,5,5,1,1,3,3,7,3,1,1,1,1
2707,4,5,5,5,5,5,1,1,1,7,3,1,1
2708,4,5,5,5,1,1,3,1,3,1,1,1,1
2709,8,5,5,4,1,1,4,4,4,4,2,7,4
2710,8,5,4,5,5,1,4,3,1,1,2,1,1
2711,1,1,1,1,1,1,1,1,1,1,1,1,1
2712,7,5,1,5,4,1,1,1,1,1,1,1,1
2713,3,5,5,5,5,1,1,1,1,1,1,1,1
2714,1,1,5,5,5,5,3,1,1,1,1,1,1
2715,1,5,5,3,1,5,1,5,1,1,1,1,-5
2716,3,1,1,1,1,3,3,3,1,1,1,1,2
2717,3,1,1,1,1,1,1,1,1,1,1,1,1
2718,3,3,1,1,1,1,1,1,1,1,1,1,1
2719,7,4,4,4,4,4,4,1,4,1,1,1,1
2720,7,5,4,4,4,4,4,4,4,1,1,4,1
2721,1,3,1,1,1,1,1,1,1,1,1,1,1
2722,5,5,1,4,3,4,1,4,1,1,4,1,6
2723,5,1,3,1,1,1,1,1,1,5,1,1,1
2724,1,5,5,1,5,5,1,5,1,1,1,1,1
2725,1,5,5,5,1,5,1,1,1,1,1,1,1
2726,1,1,1,1,1,1,1,1,1,1,1,1,1
2727,5,5,5,5,1,5,1,1,1,1,1,1,1
2728,1,1,1,1,1,1,1,1,1,1,1,1,1
2729,5,3,4,1,1,1,1,1,1,1,1,1,4
2730,5,3,1,1,1,1,3,1,1,1,1,1,1
2731,5,5,3,3,1,1,1,1,1,1,1,1,1
2732,1,3,5,5,3,8,8,1,1,1,1,1,1
2733,3,1,1,1,1,1,1,1,1,1,1,1,1
2734,3,1,1,8,8,8,8,1,1,1,1,1,2
2735,7,1,1,1,1,1,1,1,1,1,1,1,1
2736,5,5,5,1,1,1,1,1,1,1,1,1,1
2737,5,5,5,4,4,5,4,3,3,5,1,1,1
2738,6,1,1,1,1,1,3,8,8,8,8,8,1
2739,6,3,3,5,3,5,5,1,1,1,1,1,1
2740,6,5,5,3,3,5,1,5,1,1,2,1,1
2741,1,1,1,1,1,1,1,1,1,1,1,1,1
2742,5,1,1,1,1,1,1,1,6,4,4,1,1
2743,7,1,5,3,4,3,3,3,3,1,1,1,4
2744,5,5,5,7,7,3,3,4,3,4,4,4,4
2745,1,1,1,1,1,1,1,1,1,1,1,2,1
2746,5,1,1,1,1,1,1,1,1,1,1,1,1
2747,1,1,1,1,3,1,1,-5,1,1,2,1,1
2748,5,1,1,1,1,1,1,1,1,1,1,1,1
2749,1,1,3,1,-5,1,7,-5,-5,-5,-5,-5,-5
2750,3,1,3,3,3,3,3,1,3,1,1,1,1
2751,3,1,1,1,1,1,1,1,1,1,1,1,1
2752,5,1,1,1,1,1,1,1,3,1,1,1,1
2753,5,3,1,1,1,1,3,1,1,4,4,4,1
2754,1,5,5,5,3,5,5,5,5,1,1,3,3
2755,1,5,1,1,1,1,1,1,1,1,1,1,1
2756,7,4,5,5,1,1,1,1,1,1,-5,-5,-5
2757,5,3,3,4,3,4,4,4,3,7,4,3,4
2758,5,5,3,5,3,4,4,3,3,4,1,3,-5
2759,2,3,1,1,1,1,1,1,1,-5,1,1,1
2760,1,1,5,5,5,5,1,1,1,1,1,1,1
2761,3,1,1,1,3,7,7,4,6,7,7,4,4
2762,3,1,1,1,1,1,1,3,1,1,1,1,1
2763,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2764,3,1,1,1,3,1,1,1,1,1,1,1,1
2765,1,5,5,5,1,5,1,1,5,5,1,1,1
2766,1,5,3,7,1,1,1,1,3,1,1,1,1
2767,1,5,5,5,5,7,1,1,1,5,1,3,1
2768,3,1,1,3,7,7,1,1,1,1,1,1,1
2769,7,7,5,7,4,7,4,4,3,4,6,3,3
2770,7,1,3,1,1,3,2,1,1,1,1,1,1
2771,7,3,1,3,1,3,1,1,3,-5,4,4,4
2772,3,3,3,3,3,7,1,1,2,1,1,1,1
2773,3,1,1,5,1,1,5,1,1,1,1,1,1
2774,1,1,1,1,1,1,1,1,1,1,1,1,1
2775,5,8,7,7,1,4,5,1,1,1,1,1,1
2776,1,3,5,5,1,1,8,8,8,8,8,8,1
2777,1,3,-5,1,1,3,1,3,3,1,1,-5,1
2778,5,4,-5,4,4,7,4,1,3,3,1,4,3
2779,1,1,1,1,1,3,1,1,1,1,1,1,1
2780,1,1,5,5,5,5,1,1,1,1,1,1,1
2781,5,4,4,4,4,4,4,4,1,4,4,4,4
2782,1,1,-5,-5,-5,-5,1,1,1,1,1,1,1
2783,1,5,1,1,1,3,3,3,1,1,1,1,1
2784,7,5,5,1,1,1,1,1,1,1,1,1,1
2785,5,1,4,4,4,2,4,4,4,2,4,1,4
2786,1,1,1,2,5,1,1,1,3,1,1,1,6
2787,1,5,5,5,3,8,8,8,8,8,-5,1,1
2788,5,5,5,5,5,4,4,-5,-5,-5,-5,-5,-5
2789,7,7,8,1,1,1,1,1,1,1,-5,1,-5
2790,7,5,1,1,7,4,3,3,4,7,4,4,4
2791,3,1,1,1,3,1,1,1,1,1,3,1,1
2792,7,6,4,4,7,4,4,1,4,3,1,1,1
2793,3,1,3,1,3,1,1,2,1,1,1,1,1
2794,3,1,5,5,3,3,3,3,1,1,2,7,1
2795,7,3,1,7,4,1,1,4,1,7,1,3,3
2796,7,7,4,3,4,7,1,3,4,-5,-5,-5,-5
2797,3,7,1,1,1,1,1,1,1,1,1,1,1
2798,3,1,1,1,1,1,1,1,1,1,1,1,1
2799,3,3,1,1,1,1,1,1,1,1,1,1,-5
2800,1,3,5,5,1,1,1,1,1,1,1,1,2
2801,1,1,2,1,1,1,1,1,1,1,1,1,1
2802,1,1,3,1,5,5,1,1,3,1,6,1,1
2803,3,1,1,1,1,1,1,1,1,1,1,2,1
2804,7,5,5,5,1,3,1,1,3,1,1,1,1
2805,3,3,5,5,3,5,1,1,1,1,1,1,2
2806,5,5,5,1,1,1,1,1,1,1,1,1,1
2807,2,5,5,3,1,3,2,1,3,1,1,1,1
2808,5,5,5,5,5,4,4,4,3,1,1,1,1
2809,5,5,1,4,1,4,4,4,4,1,1,1,1
2810,5,7,5,1,1,1,1,1,1,1,1,1,1
2811,1,5,5,5,1,1,3,7,1,1,1,1,1
2812,1,1,5,5,5,3,-5,-5,-5,-5,-5,-5,-5
2813,1,1,1,1,1,1,1,1,1,1,1,1,1
2814,5,1,1,5,5,5,1,1,1,1,1,1,1
2815,1,5,5,5,1,7,1,1,1,1,1,1,2
2816,1,1,1,3,3,3,1,1,1,1,1,1,1
2817,5,3,3,4,4,4,4,2,4,4,4,4,4
2818,5,5,5,7,5,4,1,1,1,3,4,1,4
2819,5,4,4,4,4,4,4,4,1,1,1,1,1
2820,1,5,5,-5,1,-5,3,1,1,3,1,1,-5
2821,1,1,1,1,1,1,1,1,1,-5,1,-5,1
2822,8,3,3,3,4,4,4,-5,3,3,-5,5,7
2823,5,1,1,1,1,1,1,1,1,1,1,1,1
2824,5,5,1,3,1,1,1,1,1,1,1,1,1
2825,5,5,3,1,1,1,1,1,1,1,1,1,1
2826,5,2,1,1,1,1,1,1,1,1,1,4,1
2827,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2828,5,3,4,4,4,7,4,4,4,3,1,1,1
2829,5,5,1,1,3,3,1,4,1,1,4,1,1
2830,1,1,3,3,3,1,1,1,2,1,1,-5,-5
2831,5,1,1,1,1,1,1,1,1,1,1,1,1
2832,1,5,5,5,5,1,1,2,3,1,1,3,1
2833,1,1,1,1,1,1,1,1,1,1,1,1,1
2834,5,1,1,1,1,1,1,1,1,1,1,1,1
2835,5,1,1,1,1,1,1,1,1,4,2,1,1
2836,1,1,1,1,3,1,1,1,1,1,1,1,1
2837,1,5,5,7,1,1,1,1,1,2,1,1,2
2838,1,5,5,1,5,1,2,3,1,1,1,3,1
2839,1,1,1,1,1,1,1,1,1,1,1,1,1
2840,5,5,7,1,5,1,1,1,1,2,1,1,2
2841,5,1,1,1,1,2,1,1,1,1,1,1,1
2842,1,1,1,1,1,1,1,1,1,1,1,1,1
2843,5,5,5,1,1,1,1,1,1,1,1,1,1
2844,1,5,1,5,5,3,-5,-5,-5,-5,-5,-5,-5
2845,1,5,1,1,1,1,1,1,2,1,2,1,1
2846,5,1,2,1,1,1,1,7,1,1,1,1,1
2847,5,1,1,1,1,1,1,1,-5,7,1,7,1
2848,5,5,5,5,1,1,1,1,1,1,1,2,1
2849,5,5,1,1,1,5,5,1,1,1,1,1,1
2850,5,1,1,1,1,2,5,1,1,1,1,1,1
2851,1,1,3,1,5,1,7,1,1,1,1,1,1
2852,1,1,1,1,1,3,1,3,1,3,1,1,3
2853,1,1,1,7,1,3,1,1,1,1,3,7,3
2854,1,5,5,1,1,3,1,1,8,8,8,8,8
2855,5,1,1,2,1,3,1,1,1,7,1,1,4
2856,5,1,1,1,1,1,1,1,1,1,1,1,1
